date,state,county,production,birds
2024-12-12,Iowa,Sac,Commercial Turkey Meat Bird,0
2024-12-12,South Dakota,Kingsbury,Commercial Turkey Meat Bird,0
2024-12-13,California,Tulare,Commercial Broiler Production,500000
2024-12-13,Illinois,Livingston,Commercial Turkey Breeder Hens,0
2024-12-13,Wisconsin,Barron,Commercial Turkey Breeder Hens,0
2024-12-14,California,Merced,Commercial Duck Meat Bird,100000
2024-12-14,California,Monterey,Commercial Duck Breeder,0
2024-12-14,California,Tulare,Commercial Duck Meat Bird,0
2024-12-14,Louisiana,Bossier,WOAH Non-Poultry,0
2024-12-16,California,Merced,Commercial Turkey Meat Bird,100000
2024-12-16,California,Merced,Commercial Table Egg Pullets,400000
2024-12-16,Nebraska,Sarpy,WOAH Non-Poultry,0
2024-12-17,California,Stanislaus,Commercial Turkey Meat Bird,0
2024-12-17,Idaho,Lemhi,WOAH Non-Poultry,0
2024-12-17,Idaho,Lemhi,WOAH Non-Poultry,0
2024-12-17,Iowa,Monona,WOAH Non-Poultry,0
2024-12-17,Iowa,O'brien,Commercial Table Egg Layer,400000
2024-12-17,Iowa,Sioux,Commercial Table Egg Layer,400000
2024-12-17,Iowa,Worth,Commercial Turkey Meat Bird,0
2024-12-17,Nebraska,Lancaster,WOAH Poultry,0
2024-12-17,South Dakota,Bon Homme,Commercial Turkey Meat Bird,0
2024-12-17,South Dakota,Charles Mix,WOAH Poultry,0
2024-12-17,South Dakota,Charles Mix,Commercial Turkey Meat Bird,100000
2024-12-18,Kansas,Doniphan,Commercial Raised for Release Upland Game Bird,0
2024-12-18,Kansas,Rooks,Commercial Raised for Release Upland Game Bird,0
2024-12-18,Louisiana,Jefferson Davis Pari,WOAH Non-Poultry,0
2024-12-18,Missouri,Howard,WOAH Non-Poultry,0
2024-12-18,North Dakota,Nelson,WOAH Non-Poultry,0
2024-12-19,Alabama,Cullman,Commercial Broiler Production,100000
2024-12-19,Alabama,Pickens,WOAH Non-Poultry,0
2024-12-19,Arkansas,Jackson,WOAH Non-Poultry,0
2024-12-19,California,Stanislaus,Commercial Table Egg Layer,300000
2024-12-19,Minnesota,Fillmore,Commercial Turkey Meat Bird,0
2024-12-19,Minnesota,Stearns,Commercial Turkey Meat Bird,0
2024-12-19,Ohio,Greene,WOAH Poultry,0
2024-12-19,Oregon,Coos,WOAH Non-Poultry,0
2024-12-19,Oregon,Deschutes,WOAH Non-Poultry,0
2024-12-19,Wisconsin,Kenosha,WOAH Poultry,0
2024-12-20,Arkansas,Craighead,WOAH Non-Poultry,0
2024-12-20,Kansas,Sedgwick,WOAH Non-Poultry,0
2024-12-20,Minnesota,Chippewa,Commercial Turkey Meat Bird,100000
2024-12-20,Minnesota,Houston,WOAH Non-Poultry,0
2024-12-20,Mississippi,Greene,Commercial Broiler Breeder,0
2024-12-20,Missouri,Cooper,Commercial Turkey Breeder Hens,0
2024-12-23,California,El Dorado,WOAH Non-Poultry,0
2024-12-23,Illinois,Lawrence,Commercial Turkey Meat Bird,0
2024-12-23,Michigan,Ottawa,Commercial Turkey Meat Bird,100000
2024-12-24,California,Riverside,Commercial Table Egg Layer,1100000
2024-12-24,California,San Joaquin,Commercial Table Egg Layer,600000
2024-12-24,California,Stanislaus,Commercial Table Egg Layer,400000
2024-12-24,Missouri,Cass,WOAH Non-Poultry,0
2024-12-24,Missouri,Dade,WOAH Non-Poultry,0
2024-12-24,Oklahoma,Adair,Commercial Turkey Meat Bird,0
2024-12-24,Oklahoma,Adair,Commercial Turkey Meat Bird,100000
2024-12-24,Vermont,Franklin,WOAH Non-Poultry,0
2024-12-26,Kansas,Phillips,WOAH Non-Poultry,0
2024-12-27,California,Sacramento,Commercial Broiler Production,200000
2024-12-27,California,Stanislaus,Commercial Broiler Production,100000
2024-12-27,Kansas,Anderson,WOAH Non-Poultry,0
2024-12-27,Kansas,Coffey,WOAH Non-Poultry,0
2024-12-27,Michigan,Ottawa,Commercial Turkey Meat Bird,100000
2024-12-27,Missouri,Cooper,Commercial Turkey Breeder Hens,0
2024-12-27,Missouri,Pemiscot,WOAH Non-Poultry,0
2024-12-27,Ohio,Darke,Commercial Table Egg Layer,900000
2024-12-27,Wisconsin,Burnett,Commercial Turkey Meat Bird,0
2024-12-27,Wyoming,Sheridan,WOAH Non-Poultry,0
2024-12-30,Arkansas,Clay,Commercial Broiler Production,200000
2024-12-30,Idaho,Twin Falls,WOAH Non-Poultry,0
2024-12-30,Mississippi,Copiah,Commercial Broiler Production,200000
2024-12-30,Nebraska,Johnson,Commercial Broiler Production,200000
2024-12-30,Tennessee,Tipton,WOAH Non-Poultry,0
2024-12-31,California,Butte,WOAH Non-Poultry,0
2024-12-31,California,Riverside,Commercial Table Egg Layer,200000
2024-12-31,Michigan,Jackson,WOAH Non-Poultry,0
2024-12-31,Michigan,Ottawa,Commercial Turkey Meat Bird,0
2024-12-31,Michigan,Ottawa,Commercial Turkey Meat Bird,0
2024-12-31,South Carolina,Spartanburg,Commercial Upland Gamebird Producer,0
2024-12-31,South Dakota,Miner,WOAH Poultry,0
2025-01-02,California,Stanislaus,Commercial Table Egg Layer,100000
2025-01-03,Arkansas,Sharp,WOAH Non-Poultry,0
2025-01-03,California,Butte,Commercial Raised for Release Upland Game Bird,0
2025-01-03,California,Stanislaus,Commercial Broiler Production,200000
2025-01-03,Idaho,Canyon,WOAH Non-Poultry,0
2025-01-03,Idaho,Canyon,WOAH Non-Poultry,0
2025-01-03,Idaho,Canyon,WOAH Non-Poultry,0
2025-01-03,Idaho,Canyon,WOAH Non-Poultry,0
2025-01-03,West Virginia,Pocahontas,WOAH Poultry,0
2025-01-04,Delaware,Kent,Commercial Broiler Production,100000
2025-01-04,Michigan,Ottawa,Commercial Turkey Meat Bird,0
2025-01-04,Michigan,Ottawa,Commercial Turkey Meat Bird,100000
2025-01-06,Minnesota,Olmsted,WOAH Non-Poultry,0
2025-01-07,Florida,Palm Beach,WOAH Non-Poultry,0
2025-01-07,Indiana,Jay,Commercial Turkey Meat Bird,0
2025-01-07,Iowa,Clinton,WOAH Non-Poultry,0
2025-01-07,North Carolina,Hyde,Commercial Table Egg Layer,3300000
2025-01-07,South Dakota,Hanson,WOAH Non-Poultry,0
2025-01-08,Missouri,Perry,WOAH Non-Poultry,0
2025-01-08,Ohio,Darke,Commercial Table Egg Layer,200000
2025-01-09,Delaware,Kent,Commercial Broiler Production,200000
2025-01-09,Georgia,Clayton,WOAH Non-Poultry,0
2025-01-09,Idaho,Canyon,WOAH Non-Poultry,0
2025-01-09,Michigan,Oakland,WOAH Non-Poultry,0
2025-01-09,Ohio,Darke,Commercial Turkey Meat Bird,0
2025-01-09,Oregon,Union,WOAH Poultry,0
2025-01-09,Texas,Brazoria,WOAH Non-Poultry,0
2025-01-09,Texas,Burnet,WOAH Non-Poultry,0
2025-01-10,South Dakota,Gregory,WOAH Non-Poultry,0
2025-01-13,Kansas,Phillips,WOAH Non-Poultry,0
2025-01-13,Puerto Rico,Culebra,WOAH Poultry,0
2025-01-14,Florida,Hillsborough,Live Bird Market,0
2025-01-14,Florida,Orange,Live Bird Market,0
2025-01-14,Maryland,Caroline,Commercial Broiler Production,200000
2025-01-14,Missouri,Newton,Commercial Table Egg Layer,1600000
2025-01-14,Ohio,Darke,Commercial Turkey Meat Bird,0
2025-01-14,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-15,Connecticut,New London,WOAH Non-Poultry,0
2025-01-15,Idaho,Owyhee,WOAH Non-Poultry,0
2025-01-15,Ohio,Darke,Commercial Turkey Meat Bird,0
2025-01-15,Ohio,Darke,Commercial Turkey Meat Bird,0
2025-01-15,Ohio,Darke,Commercial Turkey Meat Bird,0
2025-01-15,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-16,California,Riverside,Commercial Table Egg Pullets,200000
2025-01-16,Indiana,Jay,Commercial Table Egg Layer,400000
2025-01-16,Maryland,Queen Anne's,Commercial Broiler Production,100000
2025-01-16,Michigan,Wayne,WOAH Non-Poultry,0
2025-01-16,Minnesota,Dakota,Commercial Turkey Meat Bird,100000
2025-01-16,Ohio,Mercer,Commercial Table Egg Layer,1400000
2025-01-16,Tennessee,Greene,WOAH Non-Poultry,0
2025-01-17,Georgia,Elbert,Commercial Broiler Breeder,0
2025-01-17,Indiana,Jay,Commercial Turkey Meat Bird,0
2025-01-17,New York,Suffolk,Commercial Duck Meat Bird,100000
2025-01-17,Ohio,Darke,Commercial Table Egg Pullets,200000
2025-01-17,Ohio,Darke,Commercial Table Egg Layer,100000
2025-01-21,Georgia,Elbert,Commercial Broiler Production,100000
2025-01-21,Maryland,Caroline,Commercial Broiler Production,100000
2025-01-21,Missouri,Newton,Commercial Table Egg Layer,1200000
2025-01-21,Oregon,Umatilla,WOAH Non-Poultry,0
2025-01-21,Virginia,Accomack,Commercial Broiler Production,400000
2025-01-22,Arkansas,Cleveland,Commercial Broiler Production,100000
2025-01-22,Illinois,Cook,WOAH Poultry,0
2025-01-22,Maryland,Dorchester,Commercial Broiler Production,100000
2025-01-22,Missouri,Jasper,Commercial Turkey Meat Bird,0
2025-01-22,Missouri,Lawrence,Commercial Turkey Meat Bird,100000
2025-01-22,Missouri,Newton,Commercial Turkey Meat Bird,0
2025-01-22,Missouri,Newton,Commercial Turkey Meat Bird,0
2025-01-23,California,Yolo,WOAH Non-Poultry,0
2025-01-23,New York,Putnam,WOAH Non-Poultry,0
2025-01-23,Ohio,Darke,Commercial Table Egg Pullets,300000
2025-01-23,Ohio,Mercer,Commercial Table Egg Layer,1500000
2025-01-23,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-23,Ohio,Mercer,Commercial Table Egg Layer,100000
2025-01-24,Arkansas,Cleveland,Commercial Broiler Breeder,0
2025-01-24,Connecticut,New Haven,WOAH Non-Poultry,0
2025-01-24,Florida,Orange,WOAH Non-Poultry,0
2025-01-24,Indiana,Allen,WOAH Poultry,0
2025-01-24,Massachusetts,Plymouth,WOAH Non-Poultry,0
2025-01-24,Minnesota,Wadena,Commercial Turkey Meat Bird,300000
2025-01-24,Missouri,Mcdonald,Primary Broiler Breeder Pedigree Farm,0
2025-01-24,Missouri,Newton,Commercial Table Egg Layer,1100000
2025-01-24,Ohio,Darke,Commercial Table Egg Layer,1800000
2025-01-24,Ohio,Darke,Commercial Turkey Meat Bird,0
2025-01-24,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-24,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-24,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-24,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-24,Rhode Island,Washington,WOAH Non-Poultry,0
2025-01-24,Vermont,Windsor,WOAH Non-Poultry,0
2025-01-24,Washington,Franklin,Commercial Table Egg Layer,300000
2025-01-27,Arizona,Pinal,Commercial Table Egg Layer,300000
2025-01-27,Indiana,Adams,Commercial Turkey Meat Bird,0
2025-01-27,Nebraska,Kearney,WOAH Non-Poultry,0
2025-01-27,New York,Ulster,WOAH Non-Poultry,0
2025-01-27,North Carolina,Sampson,Commercial Turkey Breeder Replacement Hens,0
2025-01-27,Ohio,Mercer,Commercial Duck Meat Bird,0
2025-01-27,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-27,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-27,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-28,Delaware,Kent,Commercial Broiler Production,100000
2025-01-28,Indiana,Jackson,Commercial Table Egg Layer,2600000
2025-01-28,Indiana,Shelby,WOAH Non-Poultry,0
2025-01-28,Missouri,Mcdonald,Commercial Broiler Breeder,0
2025-01-28,Missouri,Newton,Commercial Turkey Meat Bird,0
2025-01-28,North Carolina,Sampson,Commercial Turkey Breeder Hens,0
2025-01-28,Pennsylvania,Lehigh,WOAH Poultry,0
2025-01-29,California,Madera,Commercial Duck Meat Bird,0
2025-01-29,California,Merced,Commercial Duck Meat Bird,100000
2025-01-29,California,San Mateo,WOAH Non-Poultry,0
2025-01-29,Missouri,Newton,Commercial Turkey Meat Bird,0
2025-01-29,Ohio,Darke,Commercial Turkey Meat Bird,0
2025-01-29,Ohio,Darke,Commercial Table Egg Layer,1400000
2025-01-29,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-29,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-30,Florida,Broward,WOAH Non-Poultry,0
2025-01-30,Idaho,Jerome,WOAH Non-Poultry,0
2025-01-30,Missouri,Mcdonald,Commercial Turkey Meat Bird,0
2025-01-30,Nebraska,Nance,WOAH Non-Poultry,0
2025-01-30,Ohio,Darke,Commercial Table Egg Layer,200000
2025-01-30,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-30,Ohio,Mercer,Commercial Table Egg Layer,400000
2025-01-30,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-30,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-30,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-30,Ohio,Van Wert,Commercial Turkey Meat Bird,0
2025-01-30,Pennsylvania,Monroe,WOAH Non-Poultry,0
2025-01-31,Maryland,Montgomery,WOAH Non-Poultry,0
2025-01-31,Missouri,Barry,Commercial Turkey Meat Bird,0
2025-01-31,Missouri,Mcdonald,Commercial Broiler Production,100000
2025-01-31,Ohio,Darke,Commercial Turkey Meat Bird,0
2025-01-31,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-01-31,Ohio,Mercer,Commercial Table Egg Layer,700000
2025-01-31,Virginia,Virginia Beach City,WOAH Non-Poultry,0
2025-02-02,Iowa,O'brien,Commercial Table Egg Layer,200000
2025-02-03,California,San Joaquin,Commercial Turkey Meat Bird,0
2025-02-03,Oregon,Klamath,WOAH Non-Poultry,0
2025-02-04,Kansas,Harvey,WOAH Non-Poultry,0
2025-02-04,Maryland,Worcester,Commercial Broiler Production,200000
2025-02-04,Michigan,Alpena,WOAH Non-Poultry,0
2025-02-04,Missouri,Jasper,Commercial Turkey Meat Bird,0
2025-02-04,Missouri,Lawrence,Commercial Turkey Breeder Replacement Hens,0
2025-02-04,Missouri,Newton,Commercial Turkey Meat Bird,0
2025-02-04,New York,Bronx,Live Bird Market,0
2025-02-04,New York,Queens,Live Bird Market,0
2025-02-04,Ohio,Darke,Commercial Turkey Meat Bird,0
2025-02-04,Ohio,Mercer,Commercial Table Egg Layer,100000
2025-02-04,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-02-04,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-02-04,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-02-04,Ohio,Mercer,Commercial Table Egg Pullets,100000
2025-02-04,Pennsylvania,Adams,WOAH Non-Poultry,0
2025-02-04,Pennsylvania,Dauphin,Commercial Table Egg Layer,2000000
2025-02-05,Arizona,Pinal,WOAH Non-Poultry,0
2025-02-05,California,Stanislaus,Commercial Turkey Meat Bird,0
2025-02-05,Colorado,Larimer,WOAH Non-Poultry,0
2025-02-05,New York,Kings,Live Bird Market,0
2025-02-05,New York,Queens,Live Bird Market,0
2025-02-05,Ohio,Auglaize,Commercial Turkey Meat Bird,0
2025-02-05,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-02-05,Ohio,Mercer,Commercial Table Egg Layer,200000
2025-02-05,Pennsylvania,Cumberland,Commercial Broiler Production,0
2025-02-06,Connecticut,New London,WOAH Non-Poultry,0
2025-02-06,Missouri,Lawrence,Commercial Turkey Meat Bird,0
2025-02-06,Missouri,Newton,Commercial Broiler Production,0
2025-02-06,New York,Bronx,Live Bird Market,0
2025-02-06,New York,Queens,Live Bird Market,0
2025-02-06,Ohio,Darke,Commercial Table Egg Layer,500000
2025-02-06,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-02-06,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-02-06,Ohio,Mercer,Commercial Table Egg Layer,200000
2025-02-06,Pennsylvania,Lancaster,WOAH Poultry,0
2025-02-06,Pennsylvania,Lancaster,Commercial Duck Meat Bird,0
2025-02-06,Pennsylvania,Lebanon,Commercial Table Egg Layer,100000
2025-02-07,Louisiana,Calcasieu,WOAH Non-Poultry,0
2025-02-07,Ohio,Mercer,Commercial Table Egg Layer,100000
2025-02-07,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-02-07,Ohio,Mercer,Commercial Table Egg Layer,400000
2025-02-07,Pennsylvania,Lancaster,WOAH Poultry,0
2025-02-07,Pennsylvania,Lebanon,Commercial Broiler Production,100000
2025-02-10,Missouri,Lawrence,Commercial Turkey Breeder Hens,0
2025-02-10,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-02-10,Washington,Mason,WOAH Non-Poultry,0
2025-02-11,Indiana,Jay,Commercial Table Egg Layer,900000
2025-02-11,New York,Madison,WOAH Non-Poultry,0
2025-02-11,Ohio,Mercer,Commercial Table Egg Pullets,0
2025-02-11,Pennsylvania,Cumberland,Commercial Duck Meat Bird,0
2025-02-11,Pennsylvania,Lancaster,Commercial Broiler Production,100000
2025-02-11,South Dakota,Yankton,WOAH Non-Poultry,0
2025-02-12,California,Merced,Commercial Broiler Production,300000
2025-02-12,Colorado,Weld,WOAH Poultry,0
2025-02-12,Colorado,Weld,WOAH Non-Poultry,0
2025-02-12,Minnesota,Crow Wing,WOAH Non-Poultry,0
2025-02-12,Missouri,Lawrence,Commercial Turkey Breeder Hens,0
2025-02-12,Ohio,Mercer,Commercial Table Egg Layer,100000
2025-02-12,Pennsylvania,Lancaster,WOAH Poultry,0
2025-02-12,Wyoming,Platte,WOAH Non-Poultry,0
2025-02-13,California,Riverside,WOAH Poultry,0
2025-02-13,Delaware,Sussex,WOAH Non-Poultry,0
2025-02-13,Michigan,Monroe,WOAH Non-Poultry,0
2025-02-13,Ohio,Auglaize,Commercial Table Egg Layer,200000
2025-02-13,Ohio,Mercer,Commercial Table Egg Layer,100000
2025-02-14,Indiana,Jay,Commercial Table Egg Layer,1200000
2025-02-14,Indiana,Jay,Commercial Table Egg Layer,1500000
2025-02-14,Indiana,Randolph,WOAH Non-Poultry,0
2025-02-14,Indiana,Washington,Commercial Turkey Meat Bird,0
2025-02-14,Iowa,Buena Vista,Commercial Turkey Meat Bird,0
2025-02-14,Nebraska,Saunders,WOAH Non-Poultry,0
2025-02-14,Ohio,Darke,Commercial Turkey Meat Bird,0
2025-02-14,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-02-18,Nevada,Churchill,WOAH Non-Poultry,0
2025-02-18,Ohio,Darke,Commercial Table Egg Layer,200000
2025-02-18,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-02-18,Ohio,Stark,WOAH Non-Poultry,0
2025-02-19,Arizona,Graham,WOAH Non-Poultry,0
2025-02-20,Iowa,Sac,Commercial Turkey Meat Bird,0
2025-02-20,Maine,Cumberland,WOAH Non-Poultry,0
2025-02-20,Pennsylvania,Butler,WOAH Non-Poultry,0
2025-02-20,Pennsylvania,Luzerne,WOAH Non-Poultry,0
2025-02-21,Florida,Broward,WOAH Non-Poultry,0
2025-02-21,Indiana,Elkhart,Commercial Duck Meat Bird,0
2025-02-21,Indiana,Washington,Commercial Turkey Meat Bird,0
2025-02-21,New York,Delaware,WOAH Non-Poultry,0
2025-02-21,Ohio,Darke,Commercial Table Egg Layer,3100000
2025-02-21,Ohio,Mercer,Commercial Table Egg Layer,100000
2025-02-21,Ohio,Mercer,WOAH Poultry,100000
2025-02-22,New Jersey,Union,Live Bird Market,0
2025-02-24,Pennsylvania,Philadelphia,Live Bird Market,0
2025-02-25,Indiana,Elkhart,Commercial Duck Breeder,0
2025-02-25,Indiana,Jasper,WOAH Non-Poultry,0
2025-02-25,Indiana,Jay,Commercial Turkey Meat Bird,0
2025-02-25,Indiana,Jay,Commercial Turkey Meat Bird,0
2025-02-25,Indiana,Lagrange,Commercial Duck Breeder,0
2025-02-25,Indiana,Union,WOAH Non-Poultry,0
2025-02-25,Michigan,Monroe,WOAH Non-Poultry,0
2025-02-25,Ohio,Mercer,Commercial Table Egg Layer,100000
2025-02-26,Maine,Cumberland,WOAH Non-Poultry,0
2025-02-26,Massachusetts,Dukes,WOAH Non-Poultry,0
2025-02-26,New York,Westchester,WOAH Non-Poultry,0
2025-02-27,Florida,Collier,WOAH Non-Poultry,0
2025-02-27,Florida,Miami-dade,WOAH Poultry,0
2025-02-28,New Mexico,Bernalillo,WOAH Non-Poultry,0
2025-02-28,New York,Suffolk,WOAH Non-Poultry,0
2025-02-28,North Carolina,Dare,WOAH Non-Poultry,0
2025-02-28,Ohio,Portage,WOAH Non-Poultry,0
2025-02-28,Wyoming,Hot Springs,WOAH Non-Poultry,0
2025-03-03,New York,Queens,Live Bird Market,0
2025-03-03,New York,Queens,Live Bird Market,0
2025-03-04,Illinois,Will,WOAH Non-Poultry,0
2025-03-04,Indiana,Jay,Commercial Table Egg Layer,200000
2025-03-04,Oregon,Multnomah,WOAH Non-Poultry,0
2025-03-06,Michigan,Monroe,WOAH Non-Poultry,0
2025-03-06,New York,Kings,Live Bird Market,0
2025-03-06,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-03-06,Ohio,Mercer,Commercial Turkey Meat Bird,0
2025-03-07,Indiana,Adams,Commercial Duck Breeder,0
2025-03-07,Kansas,Russell,WOAH Non-Poultry,0
2025-03-07,New York,Bronx,Live Bird Market,0
2025-03-07,New York,Richmond,Live Bird Market,0
2025-03-07,Pennsylvania,Lancaster,WOAH Poultry,0
2025-03-10,Colorado,Weld,WOAH Non-Poultry,0
2025-03-10,Indiana,Montgomery,WOAH Non-Poultry,0
2025-03-10,New York,Kings,Live Bird Market,0
2025-03-10,New York,Queens,Live Bird Market,0
2025-03-11,Iowa,Dallas,WOAH Non-Poultry,0
2025-03-11,Nebraska,Dawson,WOAH Non-Poultry,0
2025-03-11,New York,Rensselaer,WOAH Non-Poultry,0
2025-03-12,Mississippi,Noxubee,Commercial Broiler Breeder,0
2025-03-12,New Jersey,Hudson,Live Bird Market,0
2025-03-12,New Jersey,Hudson,Live Bird Market,0
2025-03-12,New Jersey,Mercer,Live Bird Market,0
2025-03-12,Oklahoma,Grady,WOAH Non-Poultry,0
2025-03-12,Pennsylvania,Philadelphia,Live Bird Market,0
2025-03-13,Illinois,Lawrence,Commercial Turkey Meat Bird,0
2025-03-13,Maryland,Anne Arundel,WOAH Non-Poultry,0
2025-03-13,New Jersey,Salem,WOAH Non-Poultry,0
2025-03-13,Pennsylvania,Lehigh,Live Bird Market,0
2025-03-17,Iowa,Buena Vista,Commercial Table Egg Pullets,400000
2025-03-17,Oklahoma,Woodward,WOAH Non-Poultry,0
2025-03-18,Indiana,Adams,Commercial Duck Breeder,0
2025-03-18,Indiana,Jay,Commercial Table Egg Pullets,1300000
2025-03-18,Kansas,Butler,WOAH Non-Poultry,0
2025-03-19,Illinois,Bond,WOAH Non-Poultry,0
2025-03-19,Montana,Gallatin,WOAH Non-Poultry,0
2025-03-20,Illinois,Crawford,Commercial Turkey Meat Bird,0
2025-03-20,Kansas,Reno,WOAH Non-Poultry,0
2025-03-20,New Jersey,Atlantic,WOAH Poultry,0
2025-03-20,New Mexico,Valencia,WOAH Non-Poultry,0
2025-03-20,New York,Onondaga,Live Bird Market,0
2025-03-21,Missouri,Cass,WOAH Non-Poultry,0
2025-03-21,New York,Dutchess,WOAH Non-Poultry,0
2025-03-21,Pennsylvania,Franklin,Commercial Turkey Meat Bird,0
2025-03-24,Michigan,Ingham,WOAH Non-Poultry,0
2025-03-25,Florida,Miami-dade,WOAH Non-Poultry,0
2025-03-26,New York,Queens,Live Bird Market,0
2025-03-27,New York,Queens,Live Bird Market,0
2025-03-27,Pennsylvania,Lancaster,WOAH Poultry,0
2025-03-28,Indiana,Kosciusko,Commercial Table Egg Pullets,0
2025-03-28,Maryland,Montgomery,WOAH Non-Poultry,0
2025-04-01,New York,Delaware,WOAH Non-Poultry,0
2025-04-02,New York,Queens,Live Bird Market,0
2025-04-04,Colorado,Larimer,WOAH Non-Poultry,0
2025-04-07,New Mexico,Curry,WOAH Poultry,0
2025-04-07,New York,Queens,Live Bird Market,0
2025-04-07,Wisconsin,Sheboygan,WOAH Poultry,0
2025-04-08,New York,Queens,Live Bird Market,0
2025-04-08,South Dakota,Beadle,Commercial Turkey Meat Bird,0
2025-04-09,New Mexico,Roosevelt,WOAH Non-Poultry,0
2025-04-11,Iowa,Hardin,WOAH Non-Poultry,0
2025-04-11,New York,Jefferson,WOAH Non-Poultry,0
2025-04-11,New York,Queens,Live Bird Market,0
2025-04-14,New York,Queens,Live Bird Market,0
2025-04-14,Ohio,Darke,Commercial Table Egg Layer,300000
2025-04-18,New York,Queens,Live Bird Market,0
2025-04-23,Minnesota,Stearns,WOAH Non-Poultry,0
2025-04-24,New York,Queens,Live Bird Market,0
2025-04-24,North Dakota,Stutsman,WOAH Poultry,0
2025-04-30,South Dakota,Aurora,Commercial Table Egg Layer,600000
2025-05-02,Illinois,Douglas,WOAH Poultry,0
2025-05-02,Indiana,Porter,WOAH Non-Poultry,0
2025-05-05,North Dakota,Kidder,WOAH Poultry,0
2025-05-08,Florida,Miami-dade,Live Bird Market,0
2025-05-09,Maryland,Anne Arundel,WOAH Non-Poultry,0
2025-05-12,New Jersey,Essex,Live Bird Market,0
2025-05-13,South Dakota,Hutchinson,Commercial Turkey Meat Bird,0
2025-05-19,Arizona,Maricopa,Commercial Table Egg Layer,2300000
2025-05-19,Pennsylvania,Northampton,WOAH Non-Poultry,0
2025-05-27,Arizona,Maricopa,Commercial Table Egg Layer,1600000
2025-05-27,New Jersey,Essex,Live Bird Market,0
2025-05-30,Arizona,Maricopa,Commercial Table Egg Layer,1400000
2025-06-05,Arizona,Maricopa,Commercial Table Egg Pullets,300000
2025-06-10,Arizona,Maricopa,WOAH Non-Poultry,0
2025-06-11,Idaho,Lincoln,WOAH Non-Poultry,0
2025-07-02,Pennsylvania,Lancaster,Commercial Raised for Release Upland Game Bird,0
2025-08-15,California,Los Angeles,Live Bird Sales  (non-slaughter),0
2025-08-27,New York,St. Lawrence,WOAH Non-Poultry,0
2025-08-28,South Dakota,Faulk,Commercial Turkey Meat Bird,100000
2025-09-02,South Dakota,Beadle,Commercial Turkey Meat Bird,100000
2025-09-03,Georgia,Henry,WOAH Non-Poultry,0
2025-09-04,North Dakota,Dickey,Commercial Turkey Meat Bird,100000
2025-09-04,South Dakota,Mcpherson,Commercial Turkey Breeder Hens,0
2025-09-09,North Dakota,Dickey,WOAH Non-Poultry,0
2025-09-09,South Dakota,Beadle,Commercial Turkey Meat Bird,0
2025-09-10,North Dakota,Lamoure,Commercial Turkey Meat Bird,0
2025-09-10,South Dakota,Beadle,Commercial Turkey Meat Bird,100000
2025-09-11,Maryland,Anne Arundel,WOAH Non-Poultry,0
2025-09-11,Montana,Liberty,WOAH Poultry,0
2025-09-11,South Dakota,Jerauld,Commercial Turkey Meat Bird,0
2025-09-11,South Dakota,Spink,WOAH Poultry,0
2025-09-13,South Dakota,Mcpherson,Commercial Turkey Meat Bird,100000
2025-09-16,Minnesota,Redwood,Commercial Turkey Meat Bird,0
2025-09-16,South Dakota,Beadle,Commercial Turkey Meat Bird,100000
2025-09-19,Michigan,Allegan,WOAH Non-Poultry,0
2025-09-22,Minnesota,Blue Earth,Commercial Turkey Meat Bird,0
2025-09-22,Minnesota,Redwood,Commercial Turkey Meat Bird,0
2025-09-23,Minnesota,Stearns,Commercial Turkey Meat Bird,0
2025-09-24,South Dakota,Hamlin,Commercial Turkey Meat Bird,100000
2025-09-25,Minnesota,Blue Earth,Commercial Turkey Meat Bird,0
2025-09-25,Wisconsin,Jefferson,Commercial Table Egg Layer,3100000
